stadium_id,stadium_name,country_code,town,opening_year,capacity
a5337,Hall Sportif,BE,Basècles,,
a5338,De Strooien Hane,BE,Loppem,,
a5339,Koninklijk Atheneum Ekeren,BE,Ekeren,,
a534,SKC Obrenovac,RS,Obrenovac,2008.0,3500.0
a5340,Pav. Raul Jardim Graça,PT,Caldas da Rainha,,
a5341,Eszterházy Károly Egyetem Sportcsarnok,HU,Eger,,
a5342,Torvastad Arena,NO,Karmøy,,
a5344,Espace Cordouan,FR,Royan,,500.0
a5345,Bernsteinhalle Freidersdorf,DE,Mulderstausee,,
a5346,Bildungszentrum Salem,DE,Salem,,
a5347,Georg-Scherer-Halle,DE,Dachau,,1150.0
a5348,Artur-Becker-Sporthalle,DE,Delitzsch,,700.0
a5349,Hangar R,DE,Friedrichshafen,,987.0
a535,Anafartalar K. Spor Salonu,TR,Çanakkale,,1500.0
a5350,Dimotiko Athlitiko Kentro Skydras,GR,Skydra,,
a5351,Universitätsporthalle,DE,Münster,,
a5352,Hall Omnisports Henri Rochefort,BE,Houdeng-Goegnies,,
a5353,St Mary's Secondary School,IE,New Ross,,
a5354,Trinity College Sports Centre,IE,Dublin,,
a5355,ALSAA,IE,Dublin,,
a5356,ClareGalway College,IE,Galway,,
a5357,Colaiste Bride,IE,Clondalkin,,
a5358,Riverstick Community Centre,IE,Cork,,
a5359,UCD Sports Centre,IE,Dublin,,
a536,Sporthalle Tulln,AT,Tulln,,1000.0
a5360,Hall Sportif,LU,Junglinster,,
a5361,Sportcentrum Den Boer,BE,Lievegem,,
a5362,NMS,AT,Lenzing,,
a5363,HTL St. Pölten,AT,St. Pölten,,
a5364,Ginásio Canto do Rio,BR,Niteroi,,
a5365,Palestra comunale Cambonino,IT,Cremona,,
a5366,Palazzetto Pellini,IT,Perugia,1960.0,600.0
a5367,Palazzetto Dello Sport Giulio Iaquaniello,IT,Sant Elia Fiumerapido,1997.0,500.0
a5368,Palestra SS. Consolata Idea Volley,IT,Sassuolo,2002.0,1504.0
a5369,Palasport Di Vicenza,IT,Vicenza,1972.0,1700.0
a537,Palace of Sports Viktoriya,BY,Brest,,
a5370,Palestra Polivalente Unime,IT,Messina,2000.0,500.0
a5371,Karacabey Atatürk,TR,Bursa,,
a5372,Darıca Eray Şamdan,TR,Kocaeli,,
a5373,Turnhalle Gulliver,CH,Rüschlikon,,
a5374,'t Sjeurke,BE,Maasmechelen,,
a5375,Halle de Sport La Combe,CH,Corgémont,,
a5376,Kollafjarðar Ítróttarhøll,FO,Kollafjarðar,,1000.0
a5377,Kantonsschule Limmattal,CH,Urdorf,,
a5378,Salle de sport Pra novi,CH,Farvagny,,
a5379,Love Competition Hall,CA,Montréal,,
a538,Selim Sırrı Tarcan Spor Salonu,TR,Ankara,1964.0,2000.0
a5380,Salle de l'Ecole professionnelle,CH,Martigny,,
a5381,Sporthal Boesdijkhof,BE,Retie,,
a5382,Gymnase de la Verrerie,FR,Chalon-sur-Saône,,
a5383,Gemeentelijke Sporthal,BE,Olen,,
a5384,Vinokourov Hall,,Petropavlovsk,,
a5385,Gymnase municipal,FR,Roubia,,
a5386,Salle Léo Tavarez,FR,Cormeilles-en-Parisis,,
a5387,Rollinat,FR,Brive-la-Gaillarde,,
a5388,Iona College,AU,Lindum - Queensland,,
a5389,Kingborough Sports Centre,AU,Kingston,1979.0,
a539,TOBB Spor Salonu,TR,Ankara,2007.0,2000.0
a5390,HBF Arena,AU,Joondalup,,
a5391,Trinity College,AU,Esat Perth,,
a5392,Moonah Sports Centre,AU,Moonah - Tasmania,,
a5393,Gold Netball Centre,AU,Jolimont,,
a5394,СШ Обухово,BY,Обухово,,
a5395,DKS,BG,Varna,,
a5396,College Park Center,,Arlington,2012.0,7000.0
a5397,Ginásio ACE,BR,Goiania,,
a5398,Ginásio da Serrinha,BR,Goiania,,
a5399,HBI Sportforum,DE,Oranienburg,,
a54,Planalto Central,BR,Brasilia,,
a5400,Sporthalle Sredzkistraße,DE,Berlin,,
a5404,OŠ Antun Augustinčić,HR,Zaprešić,,
a5405,Hala TJ Sokol Šlapanice,,Šlapanice,,
a5406,La Palestre,FR,Le Cannet,,4145.0
a5407,Cook Center,,Olathe,,
a5408,Youth and Sports Hall,EG,Giza,,
a5409,6 October Sports Hall,EG,6th October City,,
a541,Ülker Sports Arena Metro Energy Hall,TR,İstanbul,2012.0,2000.0
a5410,Športna Dvorana Krim,SI,Ljubljana,,
a5411,Oberstufenzentrum,CH,Köniz,,
a5412,UTRGV Fieldhouse,,Edinburg Texas,,
a5413,Liberty Arena,,Lynchburg,,
a5414,Convocation Center,,Athens Ohio,,
a5415,Knapp Center,,Des Moines,,
a5416,John M. Belk Arena,,Davidson,,
a5417,Ramsey Center,,Cullowhee,,
a5418,Sport Center Maadi,EG,Maadi,,
a5419,Salle Omnisport Petit Lancy,CH,Genève,,
a542,Shell Sport Hall,IL,Beer Sheva,,700.0
a5420,Collège des Tuillières,CH,1196 Gland,,
a5421,Breite,CH,9606 Bütschwil,,
a5422,Mustafa Yener Spor Salonu,TR,Istanbul,2010.0,210.0
a5423,Crosspal KOGA,JP,Koga City Fukuoka,,
a5424,Binali Yıldırım Spor Salonu,TR,Aydın,,
a5425,Asia University Campus Gymnasium,JP,Musashino City Tokyo,,
a5426,Kiili SH,EE,Kiili,,
a5427,Rahu Hall,EE,Rahu,,
a5428,Põltsamaa Felixhall,EE,Põltsamaa,,
a5429,Ginásio Univille,BR,Joinville,,
a543,Globus,PL,Lublin,,4119.0
a5430,Hala Zespołu Szkół Energetycznych w Gdańsku,PL,Gdańsk,,1000.0
a5431,Kingston Arena,GB,Kingston upon Thames,,
a5432,All Saints Sports Centre,GB,Sheffield,,
a5433,100. Yıl Kapalı Spor Salonu,TR,Serik,,
a5434,Göcek Kültür Merkezi,TR,Muğla,,
a5435,Köyceğiz 1000 Kişilik,TR,Muğla,,
a5436,ADÜ Spor Salonu,TR,Aydın,,
a5438,Chuwa Park Gymnasium,JP,Asahikawa City Hokkaido,,
a5439,Higashikawa elementary School Gymnasium,JP,Higashikawa Town Hokkaido,2018.0,400.0
a544,Tianjin Olympic Center Stadium,CN,Tianjin,2007.0,7000.0
a5440,Village by Voreas pippu base,JP,Pippu Town Hokkaido,,10.0
a5441,Volleyballhalle Am Lambrechtsgrund,DE,Schwerin,,400.0
a5442,tournament capital center,CA,kamloops,,
a5444,The Ruth Gorse Academy,GB,Leeds,,
a5445,Northolt High school,GB,Londres,,
a5446,CitySpace,GB,Sunderland,,
a5447,SportsDock,GB,Londres,,
a5448,The Stephen Longfellow Academy,GB,Leeds,,
a5449,Jubilee Sports Centre,GB,Southampton,,
a545,Kalisz Arena,PL,Kalisz,,1000.0
a5450,Herbert Taube Halle,DE,Emlichheim,,380.0
a5451,Pavilhão nº1 EULisboa,PT,Lisboa,,
a5453,Tula Arena,,Tula,,2000.0
a5454,Osaka Sangyo University General Gymnasium,JP,Daito City Osaka,,100.0
a5455,Tokai University Sapporo Campus First Gymnasium,JP,Sapporo Town Hokkaido,2015.0,100.0
a5456,Toyota Auto Body Fujimatu Gymnasium,JP,Kariya City Aichi,,100.0
a5457,Mitsubishi UFJ Bank Ikejiri Club Gymnasium,JP,Setagaya Tokyo,,
a5458,Pavilhão Municipal de Arcozelo,PT,Arcozelo,,700.0
a5459,Salle omnisports,CH,Leysin,,
a546,Ankara Arena,TR,Ankara,2012.0,10400.0
a5460,Gymnase du Guet,FR,Clamart,,
a5461,Palais des Sports de Kervaric,FR,Lorient,,3800.0
a5462,Hall Omnisport de Bouvy,BE,La Louvière,,
a5463,DENSO Anjyo Factory Health Insurance Gymnasium,JP,Anjyo City Aichi,,
a5464,Tokiomarine Syakujii Sports Center,JP,Nerima Tokyo,,
a5465,Toyota Auto Body Gymnasium,JP,Kariya City Aichi,,
a5466,Twin Dome Shigenobu,JP,Toon City Ehime,,
a5467,BFO Halle Sand,CH,Visp,,
a5469,Phoenix Convention Center,,Phoenix,,
a5470,AIM Sports Center,,Seal Beach,,
a5471,Al Amal Club,OM,Muscat,2011.0,
a5472,Pavilhão da Escola EB 2 3 de Lousada,PT,Lousada,,
a5473,Pavilhão Municipal Carlos Resende,PT,Vila Nova de Gaia,,
a5474,Chavdar,BG,Etropole,,
a5475,DSZC Beregszászi Pál Technikum,HU,Debrecen,,
a5476,Dr Hossam Mostafa Hall,EG,Cairo,,
a5477,Eastern Smoke Hall,EG,Gezira,,
a5478,Mosjøhallen,NO,Mosjøen,,
a5479,Hall Sportif Nicolas Frantz,LU,Mamer,,
a548,Aqua Zdrój,PL,Wałbrzych,,3000.0
a5481,Neo Kleisto metamorfosis,GR,Metamorfosi,,
a5482,Yotsuba Arena Tokachi,JP,Obihiro City Hokkaido,2020.0,3803.0
a5483,Kawagoe Town General Gymnasium,JP,Kawagoe Town Mie,,
a5484,Kawagoe Town Junior High School Gymnasium,JP,Kawagoe Town Mie,,
a5485,Gymnase Paul Eluard,FR,Nanterre,,
a5487,Aizputes novada SC,LV,Aizpute,,
a5488,Kuldīgas NSS,LV,Kuldīga,,
a5489,Misas vidusskolas,LV,Misa,,
a549,Estadio José Jorge Conte,AR,Corrientes,1970.0,4000.0
a5490,Baniyas sports hall,AE,Baniyas,,
a5491,Palladium Athletic Facility,,New York,,
a5492,Variska,FI,Vaasa,,
a5493,Zhangzhou Sports Center,CN,Zhangzhou,,
a5494,GOR Tumenggung Abdul Jamal,ID,Batam,,
a5495,GOR Purna Krida,ID,Bali,,
a5496,Palestra Centro Sportivo Bione,IT,Lecco,,
a5497,Ginásio Jayme Ferragut,BR,Vinhedo,,
a5498,Praça Oswaldo Cruz,BR,Curitiba,,
a5499,National Indoor Arena,IE,Dublin,,
a55,Ginásio Poliesportivo Alfredo Barreto,BR,Cabo Frio,2004.0,3200.0
a550,Palasport Mens Sana PalaEstra,IT,Siena,1976.0,5500.0
a5500,Palasharp,IT,Milan,1986.0,84.0
a5501,Sporthalle Adlershof,DE,Berlin,,696.0
a5502,Artur-Schirrmacher-Sporthalle,DE,Gladbeck,,550.0
a5503,Dreifachturnhalle Feytalstraße,DE,Mechernich,,450.0
a5504,Palasport Guidonia Montecelio,IT,Guidonia,,2900.0
a5505,Yokkaichi Central no.2 Gymnasium,JP,Yokkaichi City Mie,1994.0,144.0
a5506,Katsushika Okuto General Sports Center Eighthall,JP,Katsushika Tokyo,,
a5507,Sumitomo Electric Industries Osaka Factory Gymnasium,JP,Konohama Osaka,,
a5508,Aisin Seiki Gymnasium,JP,Kariya City Aichi,,
a5509,Kamisu Bousai Arena,JP,Kamisu City lbaraki,2019.0,2500.0
a5510,Hioki City Ijyuin General Gymnasium,JP,Hioki City Kagoshima,,
a5511,Hokusho University Asai Memorial Gymnasium,JP,Ebetsu City Hokkaido,,
a5512,Toyota Industries Gymnastics Cultural Center,JP,Kariya City Aichi,,
a5513,Coliseo cerrado Jorge Revilla Aldanum,BO,Sucre,,
a5514,Estadio de Bohemios,UY,Montevideo,,
a5515,Ginasio Sogipa,BR,Porto Alegre,,
a5516,Gimnasio de Federación de Vóleibol de Chile,CL,Santiago,,
a5517,Gimnasio Clube Maccabi,CL,Santiago,,
a5518,Palacio Peñarol,UY,Montevideo,1955.0,4700.0
a5519,Layar-Palace,UA,Hyriv,,
a5520,GOCOR,BY,Gomel,,800.0
a5521,Kommunalnik SC,BY,Mogilev,,
a5522,VC Kommunalnik Mogilev SC,BY,Mogilev,,
a5523,Mapid SC,BY,Minsk,2014.0,
a5524,Vitebsk Cadet School SC,BY,Luzhesno,,
a5525,ZOR Zhlobin,BY,Zhlobin,2013.0,1500.0
a5526,Mozyrsalt SC,BY,Mozyr,,
a5527,Pala Reale Mutua,IT,Giaveno,,900.0
a5528,Palasport Villa Romiti,IT,Forlì,1968.0,1650.0
a5529,PALAZZETTO DELLO SPORT BOARIO TERME,IT,Darfo Boario Terme,,
a553,Torino Palavela,IT,Turin,1961.0,9200.0
a5530,Mitsukaido General Gymnasium,JP,Joso City Ibaraki,,640.0
a5531,Todoroki Gymnasium,JP,Isahaya City Nagasaki,,300.0
a5532,Palazzetto dello sport,IT,Castelletto sopra Ticino,,2600.0
a5533,Palaresia,IT,Bolzano,,3000.0
a5534,Sporthal 't Wit Zand,BE,Melsele,,
a5535,Sportzaal Badhuis,BE,Menen,,
a5536,El Coliseo Salvador Dijols,PR,Ponce,,
a5537,Amaliada Indoor Hall,GR,Amaliada,,
a5538,Galactic Volley Hall,IR,Tehran,,
a5539,Sporthal Grimmertinge,BE,Moorslede,,
a554,Home Credit Arena,,Liberec,2005.0,7500.0
a5540,Fuglafjørdur,FO,Fuglafjørdur,,
a5541,Hall des Sports Henri Germis,BE,Loncin,,
a5542,Gaverhal,BE,Deerlijk,,
a5543,Gemeentelijke Sporthal,BE,Nazareth,,
a5544,Complexe Sportif,BE,Anhée,,
a5545,Sporthal Caerenbergveld,BE,Dilbeek,,
a5546,Sportcentrum Ter Muncken,BE,Avelgem,,
a5547,Sportcentrum De Treffer,BE,Waregem,,
a5548,Sporthal De Hoogt,BE,Oud-Turnhout,,
a5549,Gorna Malina Arena,BG,Gorna Malina,,
a555,Arena Toruń,PL,Toruń,2014.0,5129.0
a5550,Hall Omniport du DBM,BE,Binche,,
a5551,Gemeentelijke Sportzaal,BE,Vossem,,
a5552,Sportcentrum Diependal,BE,Tervuren,,
a5553,Sporthal Koornmolen,BE,Gooik,,
a5554,Sporthal Gullegem,BE,Gullegem,,
a5555,Mondial Hall,EG,Cairo,,
a5556,Burj Arab Hall,EG,Alexandria,,
a5557,The Arab Contractors,EG,Giza,,1200.0
a5558,Sporthal den Willecom,BE,Edegem,,
a5559,Sporthal Kattenbroek,BE,Edegem,,
a556,HWS Sosnowiec,PL,Sosnowiec,,1972.0
a5560,Heliopolis Sport Club,EG,Heliopolis,,
a5561,Sphinx Sports Hall,EG,Alexandria,,
a5562,Basisschool 't Kraaiennest,BE,Grembergen,,
a5563,Sporthal Meulenbroek,BE,Hamme,,
a5564,Sportzone Poperinge,BE,Poperinge,,
a5566,Sporthal 't Vlietje,BE,Ham,,
a5569,Rafina Stadium,GR,Rafina,,
a557,Ha Nam Gymnasium,,Hà Nam,2014.0,7500.0
a5570,Sportpark Brasel,BE,Dessel,,
a5571,Sportoase De Lijster,BE,Londerzeel,,
a5572,Sporthal Durmehal,BE,Lokeren,,
a5573,Sporthal Okido,BE,Arendonk,,
a5574,Gemeentelijke Sporthal,BE,Zulte,,
a5575,Sporthal De Pluimen,BE,Diksmuide,,
a5576,Sporthal Landen,BE,Landen,,
a5577,Sporthal De Passant,BE,Zoutleeuw,,
a5578,Sporthal Zomerloos,BE,Gistel,,
a5579,Sporthal Ter Beke,BE,Oudenburg,,
a558,Indoor-Sportcentrum Eindhoven,NL,Eindhoven,1993.0,4000.0
a5581,Tarhan,,Sterlitamak,,
a5584,Pavilhão Mun. de Sampaio,PT,Sesimbra,,
a5585,ESC. SEC. BRAAMCAMP FREIRE,PT,Lisboa,,
a5586,Edmonton Expo Centre,CA,Edmonton,1984.0,
a5587,Sportplex Beau-Chateau,CA,Châteauguay - Quebec,,
a5588,Univerzalna Sportska Dvorana,BA,Bileca,,
a5589,Hall des Sports,FR,Gérardmer,,
a559,Ginásio Artenir Werner,BR,Rio do Sul,,1800.0
a5590,Sporthal De Meerminnen,BE,Beveren,,226.0
a5591,Gemeentelijke Sporthal,BE,Assenede,,
a5592,Gymnase la Gravière,FR,Le Pontet,,
a5593,UWI Sport and Physical Education Centre,TT,Port of Spain,,
a5594,Garfield Sobers Gymnasium,BB,Bridgetown,1992.0,5000.0
a5595,Sportcomplex De Bres,BE,Halle,,
a5596,olampic,IR,gonbad,,5000.0
a5597,Sporthal De Beeltjens,BE,Westerlo,,
a5598,Te Rauparaha Arena,NZ,Porirua,,
a5599,OC 't Molenhuis,BE,Molenstede,,
a56,Arena Amil,BR,Campinas,,4000.0
a560,Academia Athletic,BR,Maceió,,5000.0
a5600,Gipedo Neas Makris,GR,Nea Makri,,150.0
a5601,Sporthal Prinsenbos,BE,Grimbergen,,
a5602,Sporthal Vogelenzang,BE,Beersel,,
a5603,Sporthal Heverlee,BE,Heverlee,,
a5604,Sportcentrum De Bemvoort,BE,Overpelt,,
a5605,Sportcomplex Bleukens,BE,Balen,,
a5606,Gemeentelijk Sportcentrum,BE,Wijnegem,,
a5607,Sporthal Sint-Laureins,BE,Sint-Laureins,,
a5608,Sporthal Moerbeke,BE,Moerbeke,,
a5609,Sportcentrum Ridefort,BE,Oostkamp,,
a5610,Sporthal Elen,BE,Elen,,
a5611,Centro de Convenciones Arena Saltillo,MX,Saltillo,,
a5612,Sporthal Ogierlande,BE,Gits,,
a5613,Sporthal Meise,BE,Meise,,
a5614,UI sports complex,NG,Ibadan,,
a5615,Pécsi Kodály Zoltán Gimnázium Sportcsarnoka,HU,Pécs,,
a5616,DAK PREVEZAS,GR,Prevezas,,
a5617,Asvestochori Gymnasium,GR,Thessaloniki,,
a5618,Agia Paraskevi,GR,Agia Paraskevi,,
a5619,Στοιχεία Επικοινωνίας,GR,Thessaloniki,,
a562,Loimaan Liikuntahalli,FI,Loimaa,,1260.0
a5620,Sportzentrum Burkertsmatt,CH,Widen,,
a5621,Nouveau Gymnase Chaumont,FR,Paris,,
a5622,Sporthal Kajoba,BE,Heusden-Zolder,,
a5623,Sporthal Drogenbrood,BE,Beernem,,
a5624,sport center,MN,ulaanbaatar,,
a5625,Ontmoetingscentrum,BE,Sint-Joris-Weert,,
a5626,Soligorsk SZK,BY,Soligorsk,2008.0,1745.0
a5627,Club La Armonia,AR,Colón,,
a5628,GB Sports Center,JP,Maebashi City Gunma,,
a5629,Döşemealtı Spor Salonu,TR,Antalya,,
a563,Zal Meždunarodnyh Vstreč,,Niznevartovsk,,1000.0
a5630,Orhangazi Spor Salonu,TR,Bursa,,
a5631,Spoerry Areal,LI,Vaduz,,
a5632,Hasselgrundhalle,DE,Bad Soden,,600.0
a5633,Sporthalle Gymnasium Engelsdorf,DE,Leipzig,,430.0
a5634,Sporthalle des Chemnitzer PSV,DE,Chemnitz,,404.0
a5635,Sporthalle Nord-West,DE,Offenburg,,950.0
a5636,Sportcentrum De Schreef,BE,Aalst,,
a5637,Sportcomplex De Ommegang,BE,Lede,,
a5638,Bayramiç Spor Salonu,TR,Çanakkale,,
a5639,Kapaklı Anadolu Lisesi Spor Salonu,TR,Tekirdağ,,
a564,Olympics Sport Complex,,Orenburg,,1500.0
a5640,Mimar Sinan Spor Salonu,TR,Edirne,,
a5641,Polideportivo Municipal Lezama,AR,Lezama,,
a5642,Batıkent Spor Salonu,TR,Ankara,,
a5643,Sporthal De Bongerd,BE,Tongerlo-Bree,,
a5644,Salle Georges Gossiaux,BE,Bousval,,
a5645,Shiba Sports Park General Gymnasium,JP,Sakurai City Nara,,630.0
a5646,Ichishi Gymnasium,JP,Tsu City Mie,,
a5647,Ikoma City Municipal Gym,JP,Ikoma City Nara,,
a5648,Inagawa Town Culture Gymnasium,JP,Inagawa Town Hyogo,,
a5649,Ikaruga Town Central Gymnasium,JP,Ikaruga Town Nara,,
a5650,Pav. Escola Pêro Vaz de Caminha,PT,Porto,,
a5651,Takamori Townspeople Gymnasium,JP,Takamori Town Nagano,,
a5652,Saku City General Gymnasium,JP,Saku City Nagano,,
a5653,Compal Hall,JP,Oita City Oita,1986.0,
a5654,Miyamae Sports Center,JP,Kawasaki City Kanagawa,,
a5655,Sayama City General Gymnasium,JP,Sayama City Saitama,,
a5656,Eastern Sports Square Gymnasium,JP,Sasebo City Nagasaki,,
a5657,Sea Hat Omura,JP,Omura City Nagasaki,,5000.0
a5658,Misawa City International exchange Sports Center,JP,Misawa City Aomori,,
a566,FOK Oktan,,Novokuybyshevsk,,2000.0
a5660,Mihama Town General Park Gymnasium,JP,Mihama Town Aichi,,388.0
a5661,Kyunghee univsity,KR,Yongin,,
a5662,Kyonggi university,KR,Suwon,,
a5663,Sungkyunkwan university,KR,Suwon,,
a5664,Myongil university,KR,Yongin,,
a5665,Chosun University,KR,Gwangju,,
a5666,Joongbu university,KR,geumsan,,
a5667,Gyeongsang National university,KR,Jinju,,
a5668,Mokpo National university,KR,Mokpo,,
a5669,Serdivan Spor Salonu,TR,Sakarya,,5000.0
a567,Premier Arena,,Surgut,,6080.0
a5670,Sporthalle Friedrich-Schiller-Schule,DE,Heusweiler,,276.0
a5671,Ayancık Olimpik Spor Salonu,TR,Sinop,,
a5672,Çarşıbaşı Spor Salonu,TR,Trabzon,,
a5673,Çarşamba Spor Salonu,TR,Samsun,2017.0,
a5675,Army Academy R.O.C.,TW,Taipei,,
a5676,Sporthal Smissenhoek,BE,Erwetegem,,
a5677,Sporthal Bevegemse Vijvers,BE,Zottegem,,
a5678,Tochigi Prefectural South Gymnasium,JP,Oyama City Tochigi,1993.0,1460.0
a5679,Palais des Sports Robert Charpentier,FR,Issy-les-Moulineaux,,
a568,Hala Widowiskowo-Sportowa,PL,Lubin,,4000.0
a5680,Palace of Sports Ledovy,BY,Baranovichi,,
a5682,Hala Partizan,RS,Leskovac,,
a5683,Kleisto Gipedo Gravas Antonis Tritsis,GR,Athens,,200.0
a5684,Volleybalzaal Vocelli,BE,Ellikom,,
a5685,De Drecht,NL,Enkhuizen,,
a5686,Gosir Belsk Duży hall,PL,Belsk Duży,,
a5687,Palasport Forte Dei Marmi,IT,Forte dei Marmi,,
a5688,PalaBertoni,IT,Crema,,
a5689,Palasport Liborio Fraraccio,IT,Isernia,,
a569,Joensuun Urheilutalo,FI,Joensuu,,1000.0
a5690,PalaArcella,IT,Padova,,1300.0
a5691,Sporthal Leieland,BE,Ooigem,,
a5692,Sporthal Klein Seminarie,BE,Hoogstraten,,
a5693,Sport- und Freizeitzentrum - SFZ,BE,Sankt Vith,,
a5694,Merkez Spor Kompleksi,TR,Kahramanmaraş,,
a5695,Yakup Kılıç Spor Salonu,TR,Elazığ,,
a5696,Gemeentelijke Sporthal,BE,Wemmel,,
a5697,Sporthal Rollegem-Kapelle,BE,Rollegem-Kapelle,,
a5698,Sporthal De Pegger,BE,Vlimmeren,,
a5699,Sportcentrum 't Hofeind,BE,Merksplas,,
a57,Ginásio Taquaral,BR,Campinas,,4000.0
a570,Landkost-Arena Bestensee,DE,Bestensee,,1000.0
a5700,STEPHANE DIAGNA,FR,ANDRESY,,
a5701,Gymnase Alain Colas,FR,Montpellier,,
a5702,Lurian,FR,Salon-de-Provence,,
a5703,Gymnase du Commandant Bougouin,FR,Rennes,,
a5704,Halle des Sports Jean-Cochet,FR,Chartres,,
a5706,Gymnase Paul-Fort,FR,Lescar,,
a5707,Salle des Sports,FR,Clohars-Carnoët,,
a5708,Gymnase Daniel-Colombier,FR,Mérignac,,
a5709,Gymnase Guy-Môcquet,FR,Fleury-les-Aubrais,,
a571,Gellersenhalle,DE,Reppenstedt,,800.0
a5710,Salle Guyader,FR,Saint-Renan,,
a5711,Salle Jean-Rousseau,FR,Angers,,
a5712,Gymnase Carnot,FR,Sartrouville,,
a5713,Centre sportif,FR,Marquette-lez-Lille,,
a5714,Salle Couchot,FR,Boulogne-Billancourt,,
a5715,Salle Dupleix,FR,Paris,,
a5716,COSEC Gâtineau,FR,Villers-Cotterets,,
a5717,Estadio Nodo Tecnológico,AR,La Banda,,
a5718,Gymnase Valeyre,FR,Paris,,
a5719,Gymnase du Piple,FR,Sucy-en-Brie,,
a572,Nikolaushalle,DE,Herrsching,,960.0
a5720,Gymnase de la Fontaine,FR,Antony,,
a5721,Gymnase du Centre,FR,Creutzwald,,
a5722,Mecnun Otyakmaz Spor Salonu,TR,Sivas,,
a5723,4 Eylül Spor Salonu,TR,Sivas,,
a5724,Van Andel Arena,,Grand Rapids,,
a5726,Shiojiri City Gymnasium,JP,Shiojiri City Nagano,,
a5727,Shibata City Culture Center,JP,Shibata City Niigata,,
a5728,Mikuni Gymnasium,JP,Sakai City Fukui,,
a5729,Nippon Steel Kimitsu Gymnasium,JP,Kimitsu City Chiba,,
a573,HUK-COBURG Arena,DE,Coburg,,3524.0
a5731,EagleBank Arena,,Fairfax,1985.0,10000.0
a5732,Fischbachhalle,DE,Quierschied - Fischbach,,250.0
a5733,Schulsporthalle Grund-und Mittelschule an der Führichstra. 5,DE,München,,400.0
a5734,SH des LLZ Carl-Orff-Gymnasium,DE,Unterschleißheim,,800.0
a5735,19 Mayıs Spor Salonu,TR,Batman,,
a5736,Hakkari Merkez Spor Salonu,TR,Hakkari,,
a5737,Markos Papadakis,GR,Chalandri,,
a5738,Osmancık Kapalı Spor Salonu,TR,Çorum,,
a574,Gymnase Marie Marvingt,FR,Maxeville,,320.0
a5740,GOP üniversitesi,TR,Tokat,,
a5741,Koramangala Indoor Stadium,IN,Bengaluru,,
a5742,G M C Balayogi Indoor Stadium,IN,Hyderabad,,
a5743,Regional Sports Centre,IN,Kochi,,
a5745,Sportcentrum Houtemveld,BE,Tienen,,
a5746,Sporthalle der Ludwig-Erhard-Schule,DE,Neuwied,,550.0
a5747,Turnhalle Gymnasium Trudering,DE,München,,520.0
a5748,ABB Arena,,Almaty,,1000.0
a5749,Nevşehir Üniversitesi Kapalı Spor Salonu,TR,Nevşehir,,
a575,Salle Jean Masson,FR,Chaumont,,841.0
a5751,Yamanashi Civic General Gymnasium,JP,Yamanashi City Yamanashi,,832.0
a5752,Hirohata Gymnasium,JP,Hirohata Ward Himeji City Hyogo,,
a5753,Pioneers Hall,EG,Cairo,,
a5754,Palazzetto dello Sport,IT,Latisana,,2000.0
a5757,PAVILHÃO MUNICIPAL DE CAMPO,PT,Valongo,,
a5758,Sporthal Hazebeek,BE,Oostduinkerke,,
a5759,Sporthal De Barloke,BE,Leffinge,,
a576,Atatürk-Vestel Venüs S.S.,TR,Izmir,1971.0,6000.0
a5760,Sport- en Recreatiecentrum Haneveld,BE,De Haan,,
a5761,Gemeentelijke Sportzaal,BE,Zuienkerke,,
a5762,Gemeentelijk Sporthal,BE,Koekelare,,
a5763,Sporthal Sint-Lodewijkscollege,BE,Sint-Andries,,
a5764,Sport- en Cultuurcentrum Hof ter Straeten,BE,Varsenare,,
a5765,Polideportivo CeNARD,AR,Buenos Aires,,
a5766,Sporthal 't Kompas,BE,Sijsele,,
a5767,Sporthal Meos,BE,Maldegem,,
a5768,Pav. Esc. EB 2-3 D. Carlos I,PT,Sintra,,
a5769,Sporthal De Kouter,BE,Kortemark,,
a577,BJK Akatlar Arena,TR,Istanbul,,4500.0
a5770,Sporthal De Wankaarde,BE,Staden,,
a5771,Sportcentrum Langemark-Poelkapelle,BE,Langemark,,
a5772,Stedelijke Sporthal,BE,Ieper,,
a5773,Sporthal De Croonaert,BE,Wijtschate,,
a5775,Gemeentelijke Sporthal,BE,Lichtervelde,,
a5776,Gemeentelijk Sportcentrum,BE,Waarschoot,,
a5777,Sporthal Den Bul,BE,Markegem,,
a5778,Gemeentelijke Sporthal,BE,Ingelmunster,,
a5779,Pavilhão Escola Secundária Do Morgado De Mateus,PT,Vila Real,,
a578,Haldun Alagaş Spor Salonu,TR,Istanbul,,1996.0
a5780,Pavilhão Municipal nº1,PT,Lousã,,
a5781,PAV.ESC.GEN.HUMBERTO DELGADO,PT,Loures,,
a5782,PAV CARLOS LOPES EB 2 3 VISO,PT,Viseu,,
a5783,PAV.POL.PADRE MARTINHO-S.ROMÃO,PT,Seia,,
a5784,Sporthal Arena,BE,Moorsele,,
a5785,Sporthal Sportpunt,BE,Zwevegem,,
a5786,Sporthal De Dageraad,BE,Harelbeke,,
a5787,Sporthal Kruishoutem,BE,Kruisthoutem,,
a5788,Sporthal Palaestra,BE,Deinze,,
a5789,Sporthal De Zandloper,BE,Lierde,,
a579,Tokat Hüseyin Akbaş Spor Salonu,TR,Tokat,,1000.0
