stadium_id,stadium_name,country_code,town,opening_year,capacity
a3160,Kleisto Gymnastirio Pavlos kai Thanasis Giannakopoulos,GR,Athens,1959.0,1500.0
a3161,GOR Jayabaya,ID,Kediri,,
a3162,GOR Ken Arok,ID,Malang,,
a3163,Chiba Port Arena,JP,Chuo Ward Chiba,1991.0,7512.0
a3164,Kleisto Gymnastirio Giorgos Kamaras,GR,Athens,1997.0,400.0
a3165,Ginásio Colégio Planalto,BR,Brasília,,
a3166,Ginásio Rolf Knaesel,BR,Pomerode,,
a3167,Neo Kleisto Gymnastirio Korydallou,GR,Korydallos,2013.0,400.0
a3168,Kleisto Cholargou Antonis Tritsis,GR,Cholargos,1985.0,1240.0
a3169,Suan Sunandha Rajabhat University Gymnasium,TH,Bangkok,,
a317,Sport Hall,PL,Iława,,1250.0
a3170,Udon Thani Gymnasium,TH,Udon Thani,,
a3171,Ginásio Paulo Portela,BR,Suzano,,
a3172,Kleisto Gymnastirio Aigaleo Stavros Venetis,GR,Aigaleo,1973.0,1200.0
a3173,Kleisto Keratsiniou Pantelis Nikolaides,GR,Keratsini,,800.0
a3174,Estadio Jorge Hirschi,AR,La Plata,2020.0,
a3175,Polideportivo Victor Nethol,AR,La Plata,1978.0,5000.0
a3178,Kleisto DAK Serron,GR,Serres,,500.0
a318,Jastor Arena,PL,Jastrzębie Zdrój,2005.0,1900.0
a3180,Kantonsschule,CH,Glarus,,
a3181,Kleisto Linto,GR,Herakleion,1985.0,1400.0
a3182,Kleisto Drapetsonas Aristeidis Papamichael,GR,Drapetsona,,1200.0
a3183,Kleisto Korinthou,GR,Korinthos,1981.0,350.0
a3185,Kleisto Sporting,GR,Athens,1968.0,2000.0
a3187,Palazzetto Sport Novate,IT,Novate,,
a3188,WIN4,CH,Winterthur,,
a3189,Complejo Deportivo Parla Este,ES,Parla,,
a319,KWK Borynia Hall,PL,Jastrzębie Zdrój,1971.0,300.0
a3190,Pabellón San Roque,ES,Almendralejo,2010.0,400.0
a3191,Nuestra Señora del Recuerdo,ES,Madrid,,
a3192,Palatul Sporturilor USM,,Chisinau,,
a3195,Medias Gymnasium Chita,JP,Chita City Aichi,,
a3196,Polideportivo Benito Quinquela Martín,AR,La Boca,1999.0,300.0
a3197,Estadio Ana Petracca,AR,Buenos Aires,,
a3198,Chiles Center,,Portland,1984.0,4852.0
a3199,Kleisto Zofrias,GR,Ano Liosia,1998.0,1500.0
a32,Heydar Aliyev Sports and Exhibition Complex,AZ,Baku,1990.0,7500.0
a320,Sports Hall,PL,Jastrzębie Zdrój,2011.0,3000.0
a3200,Miejski Ośrodek Sportu i Rekreacji,PL,Kętrzyn,,
a3204,Club Comunicaciones de Pergamino,AR,Pergamino,1941.0,1200.0
a3205,Palazzetto dello sport,IT,Lucera,,
a3206,Hala Sportowo-Rehabilitacyjna Dresdenko,PL,66-530 Drezdenko,2004.0,300.0
a3207,Hala sportowa Krzeszyce,PL,66-435 Krzeszyce,,100.0
a3209,BTarena,RO,Cluj-Napoca,2014.0,9300.0
a321,Spodek,PL,Katowice,1971.0,11500.0
a3210,George Albert Smith Fieldhouse,,Provo - Utah,1951.0,5000.0
a3211,Hala sportowa Gubin,PL,66-620 Gubin,2020.0,
a3212,MOSiR,PL,78-100 Kołobrzeg,,
a3213,Hala sportowa SP3 i Orion Sulechow,PL,66-100 Sulechow,,300.0
a3214,Ośrodek Sportu i Rekreacji,PL,66-400 Gorzów Wielkopolski,,
a3215,McDonough Gymnasium,,Washington,1951.0,2200.0
a3216,Nave Costa Pereira,PT,Matosinhos,,
a3217,Superdomo La Rioja,AR,La Rioja,,
a3218,Pav. Comp. Com. Manuel Cálem,PT,Santo Tirso,,
a3219,Melvin Price Convocation Center,,Lebanon,,1600.0
a322,Azoty,PL,Kędzierzyn-Koźle,2005.0,6000.0
a3220,Worthen Arena,,Muncie,1992.0,11500.0
a3221,RDS Stadium,IT,Rimini,2002.0,5001.0
a3222,Palazzetto Giacomo Lercaro,IT,Bologna,,
a3223,Unieuro Arena,IT,Forlì,1987.0,5676.0
a3224,Palestra Alessandro Casadei,SM,Serravalle,,
a3225,Palasport San Mauro Pascoli,IT,San Mauro Pascoli,,
a3226,Palazzetto Dello Sport Comunale,IT,Monticelli d'Ongina,,
a3227,PalaAnderlini,IT,Modena,,
a3228,Palazzetto Walter Bonatti,IT,Mirandola,,
a3229,Palestra Bombonera,IT,San Martino in Rio,,
a323,Hala Legionów,PL,Kielce,2006.0,4200.0
a3231,HS Vlade Divac,RS,Vrnjačka Banja,,
a3232,Ironi Hadash,IL,Tel Aviv,,
a3233,Paamonim,IL,Ra'anana,,
a3234,Ginásio Colégio Plínio Leite,BR,Niterói,,
a3237,Audi Dome,DE,Munich,1972.0,7200.0
a3238,Bernice Hansen,,Grand Rapids,,2900.0
a3239,Noichi Gymnasium,JP,Konan City Kochi,,
a324,Solpark Hall,PL,Kleszczów,2009.0,250.0
a3240,Hadano City Gymnasium,JP,Hadano City Kanagawa,,
a3241,Yamato Sports Center Gymnasium,JP,Yamato City Kanagawa,1987.0,2150.0
a3244,ŠD Miklavž,SI,Miklavž,,
a3245,Bayantau,,Pavlodar,2012.0,1000.0
a3246,Žatika Sport Centre,HR,Poreč,2008.0,3700.0
a3247,Guillermo Angulo Coliseum,PR,Carolina,,
a3248,Gimnasio Nuevo León,MX,Monterry,,4200.0
a3249,Salle Omnisports de Cheraga,DZ,Cheraga,,
a325,Hala Widowiskowo-Sportowa,PL,Koszalin,2012.0,3000.0
a3250,Polideportivo Carlos Cerutti,AR,Córdoba,,
a3251,Microestadio Ricardo Velasco,AR,Rosario,,
a3252,Kleisto Gymnastirio Katsaneio,GR,Thessaloniki,1987.0,700.0
a3253,City Hall Brno,,Brno,,
a3255,Qinhuangdao Training Base,CN,Haigang City Hebei,,
a3256,Weifang Sports School,CN,Weifang City Shandong,,
a3257,Estação Cidadania Jorge Moura,BR,Natal,,
a3258,Xtream Arena,,Iowa City,2020.0,5100.0
a3259,Welsh-Ryan Arena,,Evanston,,7039.0
a326,Tauron Arena,PL,Kraków,2014.0,15328.0
a3260,Pearce Sports Center,,San Bernardino,,
a3261,Chalermphrakiat Stadium,TH,Nakhon Ratchasima,,
a3262,Gimnasio de Usos Multiples,MX,Tijuana,,4000.0
a3263,Tap Seac Hall,,Macau,2004.0,4000.0
a3266,Dvorana Mladosti,HR,Pula,,
a3267,UC Santa Barbara Thunderdome,,Santa Barbara,,6000.0
a3268,Matadome,,Northridge,1962.0,2400.0
a3269,City Hall Nitra,SK,Nitra,,
a327,Atlas Arena,PL,Łódź,2009.0,13806.0
a3270,Liepaja Olympic Centre,LV,Liepaja,,
a3271,d'Coque Gymnase,LU,Luxembourg,,
a3273,Unisporthalle,CH,Bern,,
a3274,Sporthalle Brüel,CH,Einsiedeln,,
a3275,Mehrzweckhalle Erlimatt,CH,Däniken,,
a3277,Sporthalle AARfit,CH,3270 Aarberg,,
a3278,Salle Polyvalente,CH,1926 Fully,,
a3279,Salles Ecole des Racettes,CH,1213 Onex,,
a328,MOSiR Hall,PL,Łódź,1957.0,9010.0
a3280,Altikofen,CH,3048 Ittigen,,
a3281,Primarschule Oberdiessbach,CH,3672 Oberdiessbach,,
a3282,Sporthalle Ruebisbach,CH,8302 Kloten,,
a3283,Alte Kreuzbleiche,CH,9000 St. Gallen,,
a3284,Centre scolaire des Mûriers,CH,2013 Colombier,,
a3285,Turnhalle Remisberg,CH,8280 Kreuzlingen,,
a3286,Complexe Sportif Mohammed V,MA,Casablanca,,7000.0
a3287,Salle Ibnou Yassine,MA,Rabat,,5000.0
a3288,Gijang Gymnasium,KR,Busan,2002.0,5425.0
a3289,Tehran Hall,IR,Tehran,,
a329,MOSiR Hall,PL,Mielec,1963.0,2200.0
a3290,Ubon Ratchathani University,TH,Ubon Ratchathani,,
a3291,Tarzaka Indoor Arena,TN,Kelibia,,
a3292,Keyano College,CA,Fort McMurray,,
a3293,Capoeirão,BR,Florianópolis,,
a3296,Ginásio Ser Tigre,BR,Joinville,,1500.0
a3297,Ginásio Poliesportivo,BR,Caxias do Sul,,
a3298,Ginasio do Sesi Univille,BR,Joinville,,
a3299,Ginásio Waldemar Lopes,BR,Jales,,
a33,Sarhadchi Sport Olympic Center,AZ,Baku,2009.0,2200.0
a330,Sport Hall,PL,Milicz,2001.0,500.0
a3300,Ginásio Tupinambás,BR,Juiz de Fora,,
a3301,Ginásio de Esportes da Ulbra,BR,Canoas,,
a3302,Hacène Harcha Arena,DZ,Algiers,1975.0,8000.0
a3303,Hamou Boutlélis Sports Palace,DZ,Oran,1960.0,5000.0
a3304,Aissa Ben Nasr Hall,TN,Kélibia,,
a3305,Coliseo Municipal de Sopó,CO,Sopó,,3000.0
a3306,Coliseo Municipal de Paipa,CO,Paipa,,
a3307,Ginásio Poliesportivo de Poços de Calda,BR,Poços de Caldas,,
a3308,Sanford Pentagon,,Sioux Falls,,3250.0
a3309,Coliseo Bicentenario de Morales,PE,Tarapoto,,
a331,Muszyna Hall,PL,Muszyna,,1200.0
a3310,Coliseo Cerrado de Tacna,PE,Tacna,,
a3311,Coliseo Cerrado de Tarapoto,PE,Tarapoto,,
a3312,Coliseo Cerrado de Pucallpa,PE,Pucallpa,,
a3313,Coliseo Carmela Estrella,PE,Chosica,,
a3314,Coliseo Cerrado Julio Borelli Viterito,BO,La Paz,,
a3315,Ginásio Antonio de Padua,BR,Patos de Minas,,
a3316,Veszprémi Egyetem Tornacsarnok,HU,Veszprém,,
a3317,Straits Sports Centre Quanzhou,CN,Quanzhou,,
a3318,Gymnase des Courtilles,FR,Asnières-sur-Seine,,
a3319,Keelawes 2 Hall,TH,Bangkok,1982.0,1300.0
a332,MOKiS Sport Hall,PL,Oleśnica,2009.0,790.0
a3320,Ernestiner Sporthalle,DE,Gotha,,368.0
a3322,Mokpo Indoor Gymnasium,KR,Mokpo,1987.0,3915.0
a3323,Palazzetto dello Sport Giuliano Ravizza,IT,Alassio,1984.0,4000.0
a3324,Vinh Phuc Hall,,Vinh Phuc,,
a3326,MGTU,,Moscow,,
a3327,Felipe Caran,BR,Rio Claro,,
a3328,Hong San Huan,CN,Hefei,,
a3329,Halla Gymnasium,KR,Jeju City,1984.0,5400.0
a333,Urania,PL,Olsztyn,1983.0,2500.0
a3330,Enerbox Sport Palace,IL,Hadera,,
a3331,Halle Münsterland,DE,Münster,,7000.0
a3332,Sport and Congress Halle,DE,Schwerin,1962.0,8000.0
a3333,Sachsen Arena,DE,Riesa,1999.0,9000.0
a3335,Hanns-Martin-Schleyer-Halle,DE,Stuttgart,1983.0,15000.0
a3336,Shunan City General Sports Center,JP,Shunan City Yamaguchi,1992.0,7575.0
a3338,Palais des Sports Gabriel Péri,FR,Levallois-Perret,1990.0,999.0
a3339,Thunderbird Sports Centre,CA,British Columbia,2008.0,8000.0
a334,Orlen Arena,PL,Płock,2010.0,5492.0
a3340,Rexall Place,CA,Edmonton,1974.0,13000.0
a3342,Koshigaya City Gymnasium,JP,Koshigaya City Saitama,1987.0,5000.0
a3343,SD Arena,,Chomutov,2012.0,5250.0
a3344,Dongchun Gymnasium,KR,Ulsan,2001.0,5831.0
a3345,Zespół Szkół Rolniczych,PL,Białystok,,700.0
a3346,MOSiR,PL,Mysłowice,,
a3347,OSiR Tomasovia,PL,Tomaszów Lubelski,,
a3348,Tulsa Convention Center,,Tulsa,1964.0,8900.0
a3349,Pala Casa Modena,IT,Modena,,
a335,Ignacy Łukasiewicz Hall,PL,Police,2013.0,1000.0
a3350,Panorama Arena,DE,Friedrichshafen,,
a3351,Le Palio,FR,Boulazac,2008.0,5200.0
a3352,Blauen,CH,Laufenburg,,
a3353,Palais des Sports Pierre Mendès,FR,Grenoble,1967.0,12000.0
a3354,PalaTricalle,IT,Chieti,1984.0,2600.0
a3355,Stade de l'Est,FR,Saint-Denis,,
a3356,Cabarrus Arena,,Concord,2002.0,5500.0
a3357,Pabellon Roquetes,ES,Roquetes,2010.0,2000.0
a3358,Ariake Coliseum,JP,Koto Ward Tokyo,1987.0,15000.0
a3359,Event Center Arena,,San Jose,1989.0,5000.0
a336,Arena Hall,PL,Poznań,1974.0,6200.0
a3360,Stade Couvert de Liévin,FR,Liévin,1986.0,6000.0
a3361,Sparta Arena,,Surgut,,
a3365,Palacio Vistalegre,ES,Madrid,2000.0,14000.0
a3366,Resch Center,,Green Bay,2002.0,9720.0
a3367,Grossinger Motors Arena,,Bloomington,2006.0,7000.0
a3368,Moubarak Hall,EG,Alexandria,,
a3369,Huanglong Gymnasium,CN,Hangzhou,,
a337,Ośrodek Sportu i Rekreacji,PL,Racibórz,1974.0,470.0
a3370,Police Union Hall,EG,Cairo,,
a3371,John Labatt Centre,CA,Ontario,2002.0,9000.0
a3372,Turkuhalli,FI,Turku,1990.0,11820.0
a3373,MTS Centre,CA,Winnipeg,2004.0,15000.0
a3374,PalaLivorno,IT,Livorno,2004.0,8033.0
a3375,Jones Convocation Center,,Chicago - Illinois,2007.0,7000.0
a3376,PalaDelMauro,IT,Avellino,1987.0,5300.0
a3377,Krylatskoye Sports Palace,,Moscow,2006.0,5000.0
a3378,Luzhniki Small Sports Arena,,Moscow,1956.0,8700.0
a3379,Maverik Center,,Salt Lake City - Utah,1997.0,12500.0
a338,MOSiR Hall,PL,Radom,1996.0,2500.0
a3380,Mie Prefectural Sun Arena,JP,Ise City Mie,1994.0,11000.0
a3381,OŠ Jan Amoš Komenski,RS,Kulpin,,100.0
a3382,OŠ Jan Čajak,RS,Bački Petrovac,1983.0,200.0
a3383,OŠ Rastko Nemanjić - Sveti Sava,RS,Nova Pazova,1980.0,700.0
a3384,OŠ Aleksa Šantić,RS,Ravni Topolovac,,300.0
a3385,USR Bačka Tvrđava,RS,Bač,,700.0
a3386,Sokolski Dom,RS,Sombor,1927.0,50.0
a3387,SH Mostonga,RS,Sombor,,300.0
a3388,OŠ 23. Oktobar,RS,Sremski Karlovci,,100.0
